ID Articolo,Titolo,URL,Cluster Originale,Label Tema,Label Sintetica (Alias),Categoria Formale,Tag e categorie Originali,Ruolo Editoriale
3040,"""Crescere insieme""",https://www.ombreeluci.it/?p=3040,T16,Memoria e storia di Fede e Luce,Memoria e storia di Fede e Luce,Articolo,Tag: tempo libero; attività laboratoriali | Categorie: N. 9; Vita comunitaria,strutturale
3046,La paura di amare - La persona handicappata nella società,https://www.ombreeluci.it/?p=3046,T10,Dignità e valore della persona,Dignità e valore della persona,Recensione,Categorie: N. 9; Recensioni,strutturale
3048,L’Abbé Pierre - Una mano tesa agli emarginati,https://www.ombreeluci.it/?p=3048,T20,Domande aperte,Domande aperte,Recensione,Categorie: N. 9; Recensioni,trasversale
3050,Vita Fede e Luce n.9,https://www.ombreeluci.it/?p=3050,T20,Domande aperte,Domande aperte,Articolo,Tag: vita fede e luce; formazione; integrazione | Categorie: N. 9; Vita comunitaria,trasversale
3116,Vi ricordiamo perché Ombre e Luci,https://www.ombreeluci.it/?p=3116,T20,Domande aperte,Domande aperte,Editoriale,Categorie: N. 10; Editoriali,trasversale
3121,Vita Fede e Luce n. 10 - Ricordo di Don Dario,https://www.ombreeluci.it/?p=3121,T20,Domande aperte,Domande aperte,Articolo,Tag: ispirazioni; fede e luce; sacerdote | Categorie: N. 10; Vita comunitaria,trasversale
3136,Per liberarci dai tabù dell’epilessia – Plus de Gym pour Danny,https://www.ombreeluci.it/?p=3136,T20,Domande aperte,Domande aperte,Recensione,Categorie: N. 10; Recensioni,trasversale
3139,"Amo la vita, malgrado tutto",https://www.ombreeluci.it/?p=3139,T20,Domande aperte,Domande aperte,Recensione,Tag: Sindrome di Down; padre; affettività; sessualità | Categorie: N. 10; Recensioni,trasversale
3141,Uomo e donna li fece. Per una vita d’amore autentico,https://www.ombreeluci.it/?p=3141,T20,Domande aperte,Domande aperte,Recensione,Categorie: N. 10; Recensioni,trasversale
3143,Dialogo aperto n. 10,https://www.ombreeluci.it/?p=3143,T20,Domande aperte,Domande aperte,Articolo,Categorie: N. 10; Dialogo aperto,trasversale
3146,"Comunità e Cooperativa ""Il Girasole""",https://www.ombreeluci.it/?p=3146,T20,Domande aperte,Domande aperte,Articolo,Tag: lavoro; comunità alloggio; casa famiglia; attività laboratoriali; cooperative sociali | Categorie: N. 10; Vita comunitaria; Esperienze,trasversale
3149,"Vacanza, problema e risposte",https://www.ombreeluci.it/?p=3149,T20,Domande aperte,Domande aperte,Articolo,Tag: estate; campi fede e luce | Categorie: N. 10; Vacanze,trasversale
3150,Esperienze: epilessia in famiglia e a scuola,https://www.ombreeluci.it/?p=3150,T20,Domande aperte,Domande aperte,Testimonianza,Tag: scuola; epilessia; esperienze | Categorie: N. 10; Famiglia; Testimonianze; Scuola,trasversale
3153,Epilessia: indicazioni di primo intervento,https://www.ombreeluci.it/?p=3153,T20,Domande aperte,Domande aperte,Articolo,Tag: epilessia; primo intervento | Categorie: N. 10; Vita e Scienza,trasversale
3158,Epilessia: una malattia neurologica ancora sconosciuta,https://www.ombreeluci.it/?p=3158,T20,Domande aperte,Domande aperte,Articolo,Tag: epilessia; diagnosi e riabilitazione; medico | Categorie: N. 10; Vita e Scienza,trasversale
3160,"Epilessia, una malattia che imprime un marchio",https://www.ombreeluci.it/?p=3160,T20,Domande aperte,Domande aperte,Testimonianza,Tag: epilessia; stigma; persone con disabilità | Categorie: N. 10; Vita e Scienza; Testimonianze,trasversale
3347,Connessi per davvero,https://www.ombreeluci.it/?p=3347,T20,Domande aperte,Domande aperte,Editoriale,Tag: social network; relazioni; amicizia | Categorie: N. 139; Editoriali,trasversale
3371,Il bambino Down: una guida per genitori,https://www.ombreeluci.it/?p=3371,T20,Domande aperte,Domande aperte,Recensione,Categorie: N. 4; Recensioni,trasversale
3646,Alla scoperta della Redazione di Ombre e Luci,https://www.ombreeluci.it/?p=3646,T04,Amicizia e relazioni autentiche,Relazioni,Articolo,Tag: storia ombre e luci | Categorie: Storia di Ombre e Luci; N. 100,strutturale
3648,La storica redazione di Ombre e Luci,https://www.ombreeluci.it/?p=3648,T04,Amicizia e relazioni autentiche,Relazioni,Articolo,Tag: storia ombre e luci | Categorie: Storia di Ombre e Luci; N. 100,strutturale
3650,Ti ricordi di Nicole?,https://www.ombreeluci.it/?p=3650,T04,Amicizia e relazioni autentiche,Relazioni,Articolo,Tag: storia ombre e luci | Categorie: Storia di Ombre e Luci; N. 100,strutturale
3984,In un attimo decine di volti,https://www.ombreeluci.it/?p=3984,T20,Domande aperte,Domande aperte,Articolo,Categorie: N. 131,trasversale
3988,Pronta a riviverlo!,https://www.ombreeluci.it/?p=3988,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
3992,La forza della fragilità,https://www.ombreeluci.it/?p=3992,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
3997,I miei primi quarant'anni,https://www.ombreeluci.it/?p=3997,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4003,Una semplicità bella e ricca,https://www.ombreeluci.it/?p=4003,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4013,La relazione e la famiglia,https://www.ombreeluci.it/?p=4013,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio,trasversale
4017,Un solo nome,https://www.ombreeluci.it/?p=4017,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio,trasversale
4023,Nonostante alcune delusioni,https://www.ombreeluci.it/?p=4023,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4032,Un turbinio di eventi,https://www.ombreeluci.it/?p=4032,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4039,Ho imparato a nuotare,https://www.ombreeluci.it/?p=4039,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4047,Castelporziano in festa,https://www.ombreeluci.it/?p=4047,T20,Domande aperte,Domande aperte,Articolo,Categorie: Esperienze; N. 131,trasversale
4054,Bicoca's Got Talent,https://www.ombreeluci.it/?p=4054,T20,Domande aperte,Domande aperte,Articolo,Tag: campi fede e luce | Categorie: Archivio; N. 131; Senza Filtro,trasversale
4058,Che bella estate!,https://www.ombreeluci.it/?p=4058,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4063,Tempi nuovi per i campi?,https://www.ombreeluci.it/?p=4063,T20,Domande aperte,Domande aperte,Articolo,Tag: campi fede e luce | Categorie: Archivio; N. 131,trasversale
4070,Viola e la nonna,https://www.ombreeluci.it/?p=4070,T20,Domande aperte,Domande aperte,Articolo,Categorie: Archivio; N. 131,trasversale
4078,Mi sarò fatto un'idea,https://www.ombreeluci.it/?p=4078,T15,Spiritualità della fragilità,Spiritualità della fragilità,Articolo,Tag: fede e luce; amicizia | Categorie: Vita comunitaria; Stefano; Archivio,portante
4081,La mia vita a Santa Palomba,https://www.ombreeluci.it/?p=4081,T20,Domande aperte,Domande aperte,Testimonianza,Tag: nei panni di; amicizia | Categorie: Stefano; Archivio; Testimonianze,trasversale
4151,Bacheca Facebook,https://www.ombreeluci.it/?p=4151,T20,Domande aperte,Domande aperte,Articolo,Categorie: Stefano; N. 132,trasversale
4369,Il nostro nuovo sito!,https://www.ombreeluci.it/?p=4369,T02,"Famiglie, genitori, fratelli",Famiglie,Editoriale,Categorie: Editoriali,portante
4410,Alla fine qualcosa ci inventeremo,https://www.ombreeluci.it/?p=4410,T03,Comunità che accolgono,Comunità che accolgono,Recensione,Tag: autismo; papà; gianluca nicoletti; genitori | Categorie: Autismo; Recensioni,portante
4417,Con loro ci sto bene,https://www.ombreeluci.it/?p=4417,T20,Domande aperte,Domande aperte,Articolo,Categorie: Senza Filtro,trasversale
4419,L'emozione non ha voce,https://www.ombreeluci.it/?p=4419,T20,Domande aperte,Domande aperte,Articolo,Tag: autismo | Categorie: Vita comunitaria; N. 125; Autismo,trasversale
4426,Mamma ti posso parlare - Recensione,https://www.ombreeluci.it/?p=4426,T06,Chiesa e inclusione,Chiesa e inclusione,Recensione,Tag: autismo; recensioni | Categorie: N. 125; Autismo; Recensioni,strutturale
4434,Ora che sto per diventare mamma,https://www.ombreeluci.it/?p=4434,T06,Chiesa e inclusione,Chiesa e inclusione,Testimonianza,Tag: autismo; fratelli e sorelle | Categorie: N. 105; Autismo; Testimonianze,strutturale
4439,Momenti difficili,https://www.ombreeluci.it/?p=4439,T06,Chiesa e inclusione,Chiesa e inclusione,Testimonianza,Tag: autismo | Categorie: N. 105; Autismo; Testimonianze,strutturale
4442,Che senso ha la vita di Paolo?,https://www.ombreeluci.it/?p=4442,T06,Chiesa e inclusione,Chiesa e inclusione,Testimonianza,Tag: autismo | Categorie: N. 109; Autismo; Testimonianze,strutturale
4444,Un panorama da riscoprire,https://www.ombreeluci.it/?p=4444,T06,Chiesa e inclusione,Chiesa e inclusione,Testimonianza,Tag: autismo; papà; genitori | Categorie: Noi papà; Testimonianze; N. 127,strutturale
4605,Essere vicini a chi è in fin di vita,https://www.ombreeluci.it/?p=4605,T20,Domande aperte,Domande aperte,Articolo,Tag: fine vita | Categorie: Vita e Scienza,trasversale
4611,Nicola Pintus e il progetto Filippide,https://www.ombreeluci.it/?p=4611,T20,Domande aperte,Domande aperte,Intervista,Categorie: Interviste; Autismo,trasversale
4618,Autismo e integrazione scolastica,https://www.ombreeluci.it/?p=4618,T20,Domande aperte,Domande aperte,Articolo,Tag: integrazione scolastica | Categorie: Autismo,trasversale
4625,"Un mondo da scoprire, camminando e fermandoci",https://www.ombreeluci.it/?p=4625,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Tag: papà | Categorie: Noi papà,strutturale
4639,Itinerari paralleli,https://www.ombreeluci.it/?p=4639,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Tag: papà | Categorie: Noi papà,strutturale
4641,Un padre rivela il dono unico di suo figlio,https://www.ombreeluci.it/?p=4641,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Tag: papà | Categorie: Noi papà,strutturale
4647,Smack come bacio,https://www.ombreeluci.it/?p=4647,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Categorie: Noi papà,strutturale
4651,"Pazienza, tenacia, anche durezza",https://www.ombreeluci.it/?p=4651,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Tag: papà | Categorie: Noi papà,strutturale
4654,La lotta del padre-cittadino,https://www.ombreeluci.it/?p=4654,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Tag: papà | Categorie: Noi papà,strutturale
4668,Un figlio a sorpresa,https://www.ombreeluci.it/?p=4668,T06,Chiesa e inclusione,Chiesa e inclusione,Articolo,Tag: papà | Categorie: Noi papà,strutturale
4673,Educare alla paternità - Tra ruoli di vita e trasformazioni familiari,https://www.ombreeluci.it/?p=4673,T06,Chiesa e inclusione,Chiesa e inclusione,Recensione,Categorie: Noi papà; Recensioni,strutturale
4704,"""Eccomi"": seguire Maria per imparare il ""sì""",https://www.ombreeluci.it/?p=4704,T20,Domande aperte,Domande aperte,Articolo,Tag: annunciazione; vocazione | Categorie: Spiritualità,trasversale
4764,"Non vede, non sente, non cammina, non comunica",https://www.ombreeluci.it/?p=4764,T20,Domande aperte,Domande aperte,Editoriale,Categorie: N. 13; Editoriali,trasversale
4787,Dialogo aperto n.13,https://www.ombreeluci.it/?p=4787,T20,Domande aperte,Domande aperte,Articolo,Tag: mamma | Categorie: N. 13; Dialogo aperto,trasversale
4792,Feliz Natal!,https://www.ombreeluci.it/?p=4792,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4794,Sretan Boži!,https://www.ombreeluci.it/?p=4794,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4799,Joyeux Nöel!,https://www.ombreeluci.it/?p=4799,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4803,C Poждеctbom!,https://www.ombreeluci.it/?p=4803,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4806,Merry Christmas!,https://www.ombreeluci.it/?p=4806,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4807,Dalla disperazione alla speranza,https://www.ombreeluci.it/?p=4807,T20,Domande aperte,Domande aperte,Articolo,Tag: pluridisabilità | Categorie: N. 13,trasversale
4809,メリークリスマス!,https://www.ombreeluci.it/?p=4809,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4811,Joyeux Noël!,https://www.ombreeluci.it/?p=4811,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: N. 124,trasversale
4814,Le persone pluri-handicappate,https://www.ombreeluci.it/?p=4814,T20,Domande aperte,Domande aperte,Articolo,Tag: pluridisabilità; scheda | Categorie: N. 13,trasversale
4821,"""Ora sappiamo che tutto ha un senso""",https://www.ombreeluci.it/?p=4821,T20,Domande aperte,Domande aperte,Articolo,Categorie: N. 13,trasversale
4836,"Un salsicciotto, tanta acqua e un po' di coraggio",https://www.ombreeluci.it/?p=4836,T20,Domande aperte,Domande aperte,Articolo,Tag: papà; piscina; pluridisabilità | Categorie: Tempo libero; N. 13,trasversale
4839,Mio Dio come è duro vivere nella prova,https://www.ombreeluci.it/?p=4839,T20,Domande aperte,Domande aperte,Articolo,Tag: pluridisabilità; mistero della sofferenza; Isaia; mamma | Categorie: N. 13,trasversale
4841,Il verdetto dei medici,https://www.ombreeluci.it/?p=4841,T20,Domande aperte,Domande aperte,Articolo,Tag: comunicazione diagnosi; mamma; medico | Categorie: N. 13,trasversale
4843,"Vede, sente e parla attraverso le mani",https://www.ombreeluci.it/?p=4843,T20,Domande aperte,Domande aperte,Articolo,Tag: pluridisabilità; Osimo; Lega Filo d'Oro; riabilitazione | Categorie: N. 13,trasversale
4847,Emiliana e l’handicap,https://www.ombreeluci.it/?p=4847,T20,Domande aperte,Domande aperte,Recensione,Categorie: N. 13; Recensioni,trasversale
4876,Ombre e Luci n. 11 – 1985 – Sfogliabile,https://www.ombreeluci.it/?p=4876,T20,Domande aperte,Domande aperte,Articolo,Categorie: Ombre e Luci Sfogliabile,trasversale
4894,Il bambino non vedente pluri-minorato,https://www.ombreeluci.it/?p=4894,T20,Domande aperte,Domande aperte,Articolo,Categorie: N. 13,trasversale
4896,Il mio bambino,https://www.ombreeluci.it/?p=4896,T16,Memoria e storia di Fede e Luce,Memoria e storia di Fede e Luce,Recensione,Tag: pluridisabilità; sordo-cecità | Categorie: N. 13; Recensioni,strutturale
4899,"Disabilita e intervento - ""Apprendimento controllo degli sfinteri""",https://www.ombreeluci.it/?p=4899,T20,Domande aperte,Domande aperte,Recensione,Tag: autonomia; pluridisabilità | Categorie: N. 13; Recensioni,trasversale
4931,Un giorno come un altro,https://www.ombreeluci.it/?p=4931,T20,Domande aperte,Domande aperte,Articolo,Tag: Natale | Categorie: Archivio,trasversale
4937,Sempre di nuovo ci commuove,https://www.ombreeluci.it/?p=4937,T20,Domande aperte,Domande aperte,Editoriale,Tag: Natale | Categorie: N. 124; Editoriali,trasversale
4988,Casa famiglia: sogno o realtà?,https://www.ombreeluci.it/?p=4988,T07,Pellegrinaggi e cammini,Pellegrinaggi e cammini,Editoriale,Tag: casa famiglia | Categorie: N. 11; Editoriali; Esperienze,strutturale
5012,Come sogni il futuro di tuo figlio?,https://www.ombreeluci.it/?p=5012,T07,Pellegrinaggi e cammini,Pellegrinaggi e cammini,Articolo,Tag: dopo di noi; genitori | Categorie: N. 11; Vita in autonomia; Dopo di noi,strutturale
5020,Cascina Nibai - Cooperativa Fraternità,https://www.ombreeluci.it/?p=5020,T07,Pellegrinaggi e cammini,Pellegrinaggi e cammini,Articolo,Tag: lavoro; dopo di noi; casa famiglia; cooperative sociali | Categorie: Vita comunitaria; N. 11; Esperienze; Dopo di noi,strutturale
5033,A Villa Olmo abitano sette ragazze e una suora,https://www.ombreeluci.it/?p=5033,T16,Memoria e storia di Fede e Luce,Memoria e storia di Fede e Luce,Articolo,Tag: educazione; casa famiglia | Categorie: N. 11; Vita in autonomia; Esperienze,strutturale
5040,"Villa Pizzone, il cancello aperto",https://www.ombreeluci.it/?p=5040,T07,Pellegrinaggi e cammini,Pellegrinaggi e cammini,Articolo,Tag: casa famiglia | Categorie: Vita comunitaria; N. 11; Esperienze,strutturale
5044,"La Casa Gino, una colonia agricola",https://www.ombreeluci.it/?p=5044,T07,Pellegrinaggi e cammini,Pellegrinaggi e cammini,Articolo,Tag: lavoro; opera don Guanella; comunità alloggio; casa famiglia | Categorie: N. 11; Vita in autonomia; Esperienze,strutturale
5057,La sfida dell’Arca,https://www.ombreeluci.it/?p=5057,T10,Dignità e valore della persona,Dignità e valore della persona,Recensione,Categorie: Vita comunitaria; N. 11; Recensioni,strutturale
5061,La sfida dell’Arca,https://www.ombreeluci.it/?p=5061,T10,Dignità e valore della persona,Dignità e valore della persona,Recensione,Categorie: N. 11; Recensioni,strutturale
5063,Vita Fede e Luce n.11- Ora comincia il bello,https://www.ombreeluci.it/?p=5063,T20,Domande aperte,Domande aperte,Articolo,Tag: campi fede e luce | Categorie: N. 11,trasversale
5096,Dialogo aperto n. 12,https://www.ombreeluci.it/?p=5096,T20,Domande aperte,Domande aperte,Articolo,Tag: dopo di noi; casa famiglia | Categorie: N. 12; Esperienze; Dialogo aperto; Dopo di noi,trasversale
5108,Natale a Lubiana,https://www.ombreeluci.it/?p=5108,T20,Domande aperte,Domande aperte,Editoriale,Tag: Natale | Categorie: N. 12; Editoriali,trasversale
5118,"Bocca ride, ma occhi non buoni",https://www.ombreeluci.it/?p=5118,T20,Domande aperte,Domande aperte,Articolo,Categorie: N. 12,trasversale
5129,Il peso degli sguardi,https://www.ombreeluci.it/?p=5129,T20,Domande aperte,Domande aperte,Articolo,Tag: sguardo; esperienze; stigma | Categorie: N. 12,trasversale
5147,Quella fredda domenica d'inverno,https://www.ombreeluci.it/?p=5147,T20,Domande aperte,Domande aperte,Articolo,Tag: adozione; vita cristiana; accoglienza | Categorie: N. 12,trasversale
5149,"Qui ""integrazione"" non è una parola",https://www.ombreeluci.it/?p=5149,T20,Domande aperte,Domande aperte,Articolo,Tag: scuola; scuola privata; riabilitazione; integrazione scolastica | Categorie: N. 12; Scuola,trasversale
5164,Le condizioni per una scuola così,https://www.ombreeluci.it/?p=5164,T16,Memoria e storia di Fede e Luce,Memoria e storia di Fede e Luce,Articolo,Tag: scuola; integrazione; scuola privata; riabilitazione | Categorie: N. 12; Scuola,strutturale
5170,Il bambino difficile,https://www.ombreeluci.it/?p=5170,T20,Domande aperte,Domande aperte,Recensione,Tag: Steiner; Movimento Camphill; pedagogia | Categorie: N. 12; Recensioni,trasversale
